year,month,day,hour,temp,temp_source,rhum,rhum_source,prcp,prcp_source,snwd,snwd_source,wdir,wdir_source,wspd,wspd_source,wpgt,wpgt_source,pres,pres_source,cldc,cldc_source,coco,coco_source,humidity
2025,1,1,20,11.1,isd_lite,50,isd_lite,0.0,dwd_mosmix,,,140,isd_lite,22.3,isd_lite,,,1010.0,isd_lite,7,dwd_mosmix,4,dwd_mosmix,50
2025,1,1,21,10.0,isd_lite,58,isd_lite,0.0,dwd_mosmix,,,130,isd_lite,18.4,isd_lite,,,1009.5,isd_lite,6,isd_lite,4,dwd_mosmix,58
2025,1,1,22,10.0,isd_lite,61,isd_lite,0.0,dwd_mosmix,,,120,isd_lite,18.4,isd_lite,,,1009.3,isd_lite,8,dwd_mosmix,7,dwd_mosmix,61
2025,1,1,23,9.4,isd_lite,66,isd_lite,0.0,dwd_mosmix,,,100,isd_lite,16.6,isd_lite,,,1008.5,isd_lite,7,dwd_mosmix,8,dwd_mosmix,66
2025,1,2,0,11.7,isd_lite,39,isd_lite,0.0,dwd_mosmix,,,240,isd_lite,25.9,isd_lite,,,1007.2,isd_lite,2,isd_lite,2,dwd_mosmix,39
2025,1,2,1,11.1,isd_lite,43,isd_lite,0.0,isd_lite,,,230,isd_lite,24.1,isd_lite,,,1008.2,isd_lite,2,isd_lite,2,dwd_mosmix,43
2025,1,2,2,11.1,isd_lite,41,isd_lite,0.0,isd_lite,,,260,isd_lite,29.5,isd_lite,,,1009.0,isd_lite,4,dwd_mosmix,2,dwd_mosmix,41
2025,1,2,3,11.1,isd_lite,41,isd_lite,0.0,isd_lite,,,250,isd_lite,24.1,isd_lite,,,1009.5,isd_lite,4,isd_lite,2,dwd_mosmix,41
2025,1,2,4,10.6,isd_lite,44,isd_lite,0.0,isd_lite,,,240,isd_lite,14.8,isd_lite,,,1010.1,isd_lite,2,isd_lite,2,dwd_mosmix,44
2025,1,2,5,10.0,isd_lite,46,isd_lite,0.0,isd_lite,,,260,isd_lite,27.7,isd_lite,,,1010.4,isd_lite,0,isd_lite,2,dwd_mosmix,46
2025,1,2,6,9.4,isd_lite,48,isd_lite,0.0,dwd_mosmix,,,250,isd_lite,16.6,isd_lite,,,1010.4,isd_lite,0,isd_lite,2,dwd_mosmix,48
2025,1,2,7,8.9,isd_lite,50,isd_lite,0.0,dwd_mosmix,,,250,isd_lite,22.3,isd_lite,,,1011.0,isd_lite,0,isd_lite,2,dwd_mosmix,50
2025,1,2,8,8.3,isd_lite,49,isd_lite,0.0,dwd_mosmix,,,280,isd_lite,14.8,isd_lite,,,1011.5,isd_lite,0,isd_lite,2,dwd_mosmix,49
2025,1,2,9,8.3,isd_lite,49,isd_lite,0.0,dwd_mosmix,,,250,isd_lite,16.6,isd_lite,,,1012.1,isd_lite,0,isd_lite,2,dwd_mosmix,49
2025,1,2,10,8.3,isd_lite,49,isd_lite,0.0,dwd_mosmix,,,250,isd_lite,18.4,isd_lite,,,1012.3,isd_lite,0,isd_lite,4,dwd_mosmix,49
2025,1,2,11,8.3,isd_lite,52,isd_lite,0.0,dwd_mosmix,,,250,isd_lite,16.6,isd_lite,,,1012.8,isd_lite,0,isd_lite,2,dwd_mosmix,52
2025,1,2,12,8.3,isd_lite,52,isd_lite,0.0,dwd_mosmix,,,260,isd_lite,13.0,isd_lite,,,1013.2,isd_lite,2,isd_lite,2,dwd_mosmix,52
2025,1,2,13,7.2,isd_lite,56,isd_lite,0.0,dwd_mosmix,,,0,isd_lite,0.0,isd_lite,,,1013.7,isd_lite,2,isd_lite,2,dwd_mosmix,56
2025,1,2,14,8.9,isd_lite,51,isd_lite,0.0,dwd_mosmix,,,0,isd_lite,0.0,isd_lite,,,1013.7,isd_lite,2,isd_lite,2,dwd_mosmix,51
2025,1,2,15,10.0,isd_lite,48,isd_lite,0.0,dwd_mosmix,,,0,isd_lite,0.0,isd_lite,,,1013.7,isd_lite,2,isd_lite,2,dwd_mosmix,48
2025,1,2,16,10.6,isd_lite,44,isd_lite,0.0,dwd_mosmix,,,60,isd_lite,7.6,isd_lite,,,1012.9,isd_lite,5,dwd_mosmix,3,dwd_mosmix,44
2025,1,2,17,11.1,isd_lite,41,isd_lite,0.0,dwd_mosmix,,,180,isd_lite,14.8,isd_lite,,,1011.6,isd_lite,6,dwd_mosmix,4,dwd_mosmix,41
2025,1,2,18,11.1,isd_lite,43,isd_lite,0.0,dwd_mosmix,,,170,isd_lite,13.0,isd_lite,,,1010.6,isd_lite,4,isd_lite,4,dwd_mosmix,43
2025,1,2,19,11.1,isd_lite,44,isd_lite,0.0,dwd_mosmix,,,150,isd_lite,20.5,isd_lite,,,1010.0,isd_lite,6,dwd_mosmix,4,dwd_mosmix,44
2025,1,2,20,11.1,isd_lite,50,isd_lite,0.0,dwd_mosmix,,,140,isd_lite,22.3,isd_lite,,,1010.0,isd_lite,7,dwd_mosmix,4,dwd_mosmix,50
2025,1,2,21,10.0,isd_lite,58,isd_lite,0.0,dwd_mosmix,,,130,isd_lite,18.4,isd_lite,,,1009.5,isd_lite,6,isd_lite,4,dwd_mosmix,58
2025,1,2,22,10.0,isd_lite,61,isd_lite,0.0,dwd_mosmix,,,120,isd_lite,18.4,isd_lite,,,1009.3,isd_lite,8,dwd_mosmix,7,dwd_mosmix,61
2025,1,2,23,9.4,isd_lite,66,isd_lite,0.0,dwd_mosmix,,,100,isd_lite,16.6,isd_lite,,,1008.5,isd_lite,7,dwd_mosmix,8,dwd_mosmix,66
2025,1,3,0,11.7,isd_lite,39,isd_lite,0.0,dwd_mosmix,,,240,isd_lite,25.9,isd_lite,,,1007.2,isd_lite,2,isd_lite,2,dwd_mosmix,39
2025,1,3,1,11.1,isd_lite,43,isd_lite,0.0,isd_lite,,,230,isd_lite,24.1,isd_lite,,,1008.2,isd_lite,2,isd_lite,2,dwd_mosmix,43
2025,1,3,2,11.1,isd_lite,41,isd_lite,0.0,isd_lite,,,260,isd_lite,29.5,isd_lite,,,1009.0,isd_lite,4,dwd_mosmix,2,dwd_mosmix,41
2025,1,3,3,11.1,isd_lite,41,isd_lite,0.0,isd_lite,,,250,isd_lite,24.1,isd_lite,,,1009.5,isd_lite,4,isd_lite,2,dwd_mosmix,41
2025,1,3,4,10.6,isd_lite,44,isd_lite,0.0,isd_lite,,,240,isd_lite,14.8,isd_lite,,,1010.1,isd_lite,2,isd_lite,2,dwd_mosmix,44
2025,1,3,5,10.0,isd_lite,46,isd_lite,0.0,isd_lite,,,260,isd_lite,27.7,isd_lite,,,1010.4,isd_lite,0,isd_lite,2,dwd_mosmix,46
2025,1,3,6,9.4,isd_lite,48,isd_lite,0.0,dwd_mosmix,,,250,isd_lite,16.6,isd_lite,,,1010.4,isd_lite,0,isd_lite,2,dwd_mosmix,48
2025,1,3,7,8.9,isd_lite,50,isd_lite,0.0,dwd_mosmix,,,250,isd_lite,22.3,isd_lite,,,1011.0,isd_lite,0,isd_lite,2,dwd_mosmix,50
2025,1,3,8,8.3,isd_lite,49,isd_lite,0.0,dwd_mosmix,,,280,isd_lite,14.8,isd_lite,,,1011.5,isd_lite,0,isd_lite,2,dwd_mosmix,49
2025,1,3,9,8.3,isd_lite,49,isd_lite,0.0,dwd_mosmix,,,250,isd_lite,16.6,isd_lite,,,1012.1,isd_lite,0,isd_lite,2,dwd_mosmix,49
2025,1,3,10,8.3,isd_lite,49,isd_lite,0.0,dwd_mosmix,,,250,isd_lite,18.4,isd_lite,,,1012.3,isd_lite,0,isd_lite,4,dwd_mosmix,49
2025,1,3,11,8.3,isd_lite,52,isd_lite,0.0,dwd_mosmix,,,250,isd_lite,16.6,isd_lite,,,1012.8,isd_lite,0,isd_lite,2,dwd_mosmix,52
2025,1,3,12,8.3,isd_lite,52,isd_lite,0.0,dwd_mosmix,,,260,isd_lite,13.0,isd_lite,,,1013.2,isd_lite,2,isd_lite,2,dwd_mosmix,52
2025,1,3,13,7.2,isd_lite,56,isd_lite,0.0,dwd_mosmix,,,0,isd_lite,0.0,isd_lite,,,1013.7,isd_lite,2,isd_lite,2,dwd_mosmix,56
2025,1,3,14,8.9,isd_lite,51,isd_lite,0.0,dwd_mosmix,,,0,isd_lite,0.0,isd_lite,,,1013.7,isd_lite,2,isd_lite,2,dwd_mosmix,51
2025,1,3,15,10.0,isd_lite,48,isd_lite,0.0,dwd_mosmix,,,0,isd_lite,0.0,isd_lite,,,1013.7,isd_lite,2,isd_lite,2,dwd_mosmix,48
2025,1,3,16,10.6,isd_lite,44,isd_lite,0.0,dwd_mosmix,,,60,isd_lite,7.6,isd_lite,,,1012.9,isd_lite,5,dwd_mosmix,3,dwd_mosmix,44
2025,1,3,17,11.1,isd_lite,41,isd_lite,0.0,dwd_mosmix,,,180,isd_lite,14.8,isd_lite,,,1011.6,isd_lite,6,dwd_mosmix,4,dwd_mosmix,41
2025,1,3,18,11.1,isd_lite,43,isd_lite,0.0,dwd_mosmix,,,170,isd_lite,13.0,isd_lite,,,1010.6,isd_lite,4,isd_lite,4,dwd_mosmix,43
2025,1,3,19,11.1,isd_lite,44,isd_lite,0.0,dwd_mosmix,,,150,isd_lite,20.5,isd_lite,,,1010.0,isd_lite,6,dwd_mosmix,4,dwd_mosmix,44
2025,1,3,20,11.1,isd_lite,50,isd_lite,0.0,dwd_mosmix,,,140,isd_lite,22.3,isd_lite,,,1010.0,isd_lite,7,dwd_mosmix,4,dwd_mosmix,50
2025,1,3,21,10.0,isd_lite,58,isd_lite,0.0,dwd_mosmix,,,130,isd_lite,18.4,isd_lite,,,1009.5,isd_lite,6,isd_lite,4,dwd_mosmix,58
2025,1,3,22,10.0,isd_lite,61,isd_lite,0.0,dwd_mosmix,,,120,isd_lite,18.4,isd_lite,,,1009.3,isd_lite,8,dwd_mosmix,7,dwd_mosmix,61
2025,1,3,23,9.4,isd_lite,66,isd_lite,0.0,dwd_mosmix,,,100,isd_lite,16.6,isd_lite,,,1008.5,isd_lite,7,dwd_mosmix,8,dwd_mosmix,66
2025,1,4,0,11.7,isd_lite,39,isd_lite,0.0,dwd_mosmix,,,240,isd_lite,25.9,isd_lite,,,1007.2,isd_lite,2,isd_lite,2,dwd_mosmix,39
2025,1,4,1,11.1,isd_lite,43,isd_lite,0.0,isd_lite,,,230,isd_lite,24.1,isd_lite,,,1008.2,isd_lite,2,isd_lite,2,dwd_mosmix,43
2025,1,4,2,11.1,isd_lite,41,isd_lite,0.0,isd_lite,,,260,isd_lite,29.5,isd_lite,,,1009.0,isd_lite,4,dwd_mosmix,2,dwd_mosmix,41
2025,1,4,3,11.1,isd_lite,41,isd_lite,0.0,isd_lite,,,250,isd_lite,24.1,isd_lite,,,1009.5,isd_lite,4,isd_lite,2,dwd_mosmix,41
2025,1,4,4,10.6,isd_lite,44,isd_lite,0.0,isd_lite,,,240,isd_lite,14.8,isd_lite,,,1010.1,isd_lite,2,isd_lite,2,dwd_mosmix,44
2025,1,4,5,10.0,isd_lite,46,isd_lite,0.0,isd_lite,,,260,isd_lite,27.7,isd_lite,,,1010.4,isd_lite,0,isd_lite,2,dwd_mosmix,46
2025,1,4,6,9.4,isd_lite,48,isd_lite,0.0,dwd_mosmix,,,250,isd_lite,16.6,isd_lite,,,1010.4,isd_lite,0,isd_lite,2,dwd_mosmix,48
2025,1,4,7,8.9,isd_lite,50,isd_lite,0.0,dwd_mosmix,,,250,isd_lite,22.3,isd_lite,,,1011.0,isd_lite,0,isd_lite,2,dwd_mosmix,50
2025,1,4,8,8.3,isd_lite,49,isd_lite,0.0,dwd_mosmix,,,280,isd_lite,14.8,isd_lite,,,1011.5,isd_lite,0,isd_lite,2,dwd_mosmix,49
2025,1,4,9,8.3,isd_lite,49,isd_lite,0.0,dwd_mosmix,,,250,isd_lite,16.6,isd_lite,,,1012.1,isd_lite,0,isd_lite,2,dwd_mosmix,49
2025,1,4,10,8.3,isd_lite,49,isd_lite,0.0,dwd_mosmix,,,250,isd_lite,18.4,isd_lite,,,1012.3,isd_lite,0,isd_lite,4,dwd_mosmix,49
2025,1,4,11,8.3,isd_lite,52,isd_lite,0.0,dwd_mosmix,,,250,isd_lite,16.6,isd_lite,,,1012.8,isd_lite,0,isd_lite,2,dwd_mosmix,52
2025,1,4,12,8.3,isd_lite,52,isd_lite,0.0,dwd_mosmix,,,260,isd_lite,13.0,isd_lite,,,1013.2,isd_lite,2,isd_lite,2,dwd_mosmix,52
2025,1,4,13,7.2,isd_lite,56,isd_lite,0.0,dwd_mosmix,,,0,isd_lite,0.0,isd_lite,,,1013.7,isd_lite,2,isd_lite,2,dwd_mosmix,56
2025,1,4,14,8.9,isd_lite,51,isd_lite,0.0,dwd_mosmix,,,0,isd_lite,0.0,isd_lite,,,1013.7,isd_lite,2,isd_lite,2,dwd_mosmix,51
2025,1,4,15,10.0,isd_lite,48,isd_lite,0.0,dwd_mosmix,,,0,isd_lite,0.0,isd_lite,,,1013.7,isd_lite,2,isd_lite,2,dwd_mosmix,48
2025,1,4,16,10.6,isd_lite,44,isd_lite,0.0,dwd_mosmix,,,60,isd_lite,7.6,isd_lite,,,1012.9,isd_lite,5,dwd_mosmix,3,dwd_mosmix,44
2025,1,4,17,11.1,isd_lite,41,isd_lite,0.0,dwd_mosmix,,,180,isd_lite,14.8,isd_lite,,,1011.6,isd_lite,6,dwd_mosmix,4,dwd_mosmix,41
2025,1,4,18,11.1,isd_lite,43,isd_lite,0.0,dwd_mosmix,,,170,isd_lite,13.0,isd_lite,,,1010.6,isd_lite,4,isd_lite,4,dwd_mosmix,43
2025,1,4,19,11.1,isd_lite,44,isd_lite,0.0,dwd_mosmix,,,150,isd_lite,20.5,isd_lite,,,1010.0,isd_lite,6,dwd_mosmix,4,dwd_mosmix,44
2025,1,4,20,11.1,isd_lite,50,isd_lite,0.0,dwd_mosmix,,,140,isd_lite,22.3,isd_lite,,,1010.0,isd_lite,7,dwd_mosmix,4,dwd_mosmix,50
2025,1,4,21,10.0,isd_lite,58,isd_lite,0.0,dwd_mosmix,,,130,isd_lite,18.4,isd_lite,,,1009.5,isd_lite,6,isd_lite,4,dwd_mosmix,58
2025,1,4,22,10.0,isd_lite,61,isd_lite,0.0,dwd_mosmix,,,120,isd_lite,18.4,isd_lite,,,1009.3,isd_lite,8,dwd_mosmix,7,dwd_mosmix,61
2025,1,4,23,9.4,isd_lite,66,isd_lite,0.0,dwd_mosmix,,,100,isd_lite,16.6,isd_lite,,,1008.5,isd_lite,7,dwd_mosmix,8,dwd_mosmix,66
2025,1,5,0,11.7,isd_lite,39,isd_lite,0.0,dwd_mosmix,,,240,isd_lite,25.9,isd_lite,,,1007.2,isd_lite,2,isd_lite,2,dwd_mosmix,39
2025,1,5,1,11.1,isd_lite,43,isd_lite,0.0,isd_lite,,,230,isd_lite,24.1,isd_lite,,,1008.2,isd_lite,2,isd_lite,2,dwd_mosmix,43
2025,1,5,2,11.1,isd_lite,41,isd_lite,0.0,isd_lite,,,260,isd_lite,29.5,isd_lite,,,1009.0,isd_lite,4,dwd_mosmix,2,dwd_mosmix,41
2025,1,5,3,11.1,isd_lite,41,isd_lite,0.0,isd_lite,,,250,isd_lite,24.1,isd_lite,,,1009.5,isd_lite,4,isd_lite,2,dwd_mosmix,41
2025,1,5,4,10.6,isd_lite,44,isd_lite,0.0,isd_lite,,,240,isd_lite,14.8,isd_lite,,,1010.1,isd_lite,2,isd_lite,2,dwd_mosmix,44
2025,1,5,5,10.0,isd_lite,46,isd_lite,0.0,isd_lite,,,260,isd_lite,27.7,isd_lite,,,1010.4,isd_lite,0,isd_lite,2,dwd_mosmix,46
2025,1,5,6,9.4,isd_lite,48,isd_lite,0.0,dwd_mosmix,,,250,isd_lite,16.6,isd_lite,,,1010.4,isd_lite,0,isd_lite,2,dwd_mosmix,48
2025,1,5,7,8.9,isd_lite,50,isd_lite,0.0,dwd_mosmix,,,250,isd_lite,22.3,isd_lite,,,1011.0,isd_lite,0,isd_lite,2,dwd_mosmix,50
2025,1,5,8,8.3,isd_lite,49,isd_lite,0.0,dwd_mosmix,,,280,isd_lite,14.8,isd_lite,,,1011.5,isd_lite,0,isd_lite,2,dwd_mosmix,49
2025,1,5,9,8.3,isd_lite,49,isd_lite,0.0,dwd_mosmix,,,250,isd_lite,16.6,isd_lite,,,1012.1,isd_lite,0,isd_lite,2,dwd_mosmix,49
2025,1,5,10,8.3,isd_lite,49,isd_lite,0.0,dwd_mosmix,,,250,isd_lite,18.4,isd_lite,,,1012.3,isd_lite,0,isd_lite,4,dwd_mosmix,49
2025,1,5,11,8.3,isd_lite,52,isd_lite,0.0,dwd_mosmix,,,250,isd_lite,16.6,isd_lite,,,1012.8,isd_lite,0,isd_lite,2,dwd_mosmix,52
2025,1,5,12,8.3,isd_lite,52,isd_lite,0.0,dwd_mosmix,,,260,isd_lite,13.0,isd_lite,,,1013.2,isd_lite,2,isd_lite,2,dwd_mosmix,52
2025,1,5,13,7.2,isd_lite,56,isd_lite,0.0,dwd_mosmix,,,0,isd_lite,0.0,isd_lite,,,1013.7,isd_lite,2,isd_lite,2,dwd_mosmix,56
2025,1,5,14,8.9,isd_lite,51,isd_lite,0.0,dwd_mosmix,,,0,isd_lite,0.0,isd_lite,,,1013.7,isd_lite,2,isd_lite,2,dwd_mosmix,51
2025,1,5,15,10.0,isd_lite,48,isd_lite,0.0,dwd_mosmix,,,0,isd_lite,0.0,isd_lite,,,1013.7,isd_lite,2,isd_lite,2,dwd_mosmix,48
2025,1,5,16,10.6,isd_lite,44,isd_lite,0.0,dwd_mosmix,,,60,isd_lite,7.6,isd_lite,,,1012.9,isd_lite,5,dwd_mosmix,3,dwd_mosmix,44
2025,1,5,17,11.1,isd_lite,41,isd_lite,0.0,dwd_mosmix,,,180,isd_lite,14.8,isd_lite,,,1011.6,isd_lite,6,dwd_mosmix,4,dwd_mosmix,41
2025,1,5,18,11.1,isd_lite,43,isd_lite,0.0,dwd_mosmix,,,170,isd_lite,13.0,isd_lite,,,1010.6,isd_lite,4,isd_lite,4,dwd_mosmix,43
2025,1,5,19,11.1,isd_lite,44,isd_lite,0.0,dwd_mosmix,,,150,isd_lite,20.5,isd_lite,,,1010.0,isd_lite,6,dwd_mosmix,4,dwd_mosmix,44
2025,1,5,20,11.1,isd_lite,50,isd_lite,0.0,dwd_mosmix,,,140,isd_lite,22.3,isd_lite,,,1010.0,isd_lite,7,dwd_mosmix,4,dwd_mosmix,50
2025,1,5,21,10.0,isd_lite,58,isd_lite,0.0,dwd_mosmix,,,130,isd_lite,18.4,isd_lite,,,1009.5,isd_lite,6,isd_lite,4,dwd_mosmix,58
2025,1,5,22,10.0,isd_lite,61,isd_lite,0.0,dwd_mosmix,,,120,isd_lite,18.4,isd_lite,,,1009.3,isd_lite,8,dwd_mosmix,7,dwd_mosmix,61
2025,1,5,23,9.4,isd_lite,66,isd_lite,0.0,dwd_mosmix,,,100,isd_lite,16.6,isd_lite,,,1008.5,isd_lite,7,dwd_mosmix,8,dwd_mosmix,66
2025,1,6,0,11.7,isd_lite,39,isd_lite,0.0,dwd_mosmix,,,240,isd_lite,25.9,isd_lite,,,1007.2,isd_lite,2,isd_lite,2,dwd_mosmix,39
2025,1,6,1,11.1,isd_lite,43,isd_lite,0.0,isd_lite,,,230,isd_lite,24.1,isd_lite,,,1008.2,isd_lite,2,isd_lite,2,dwd_mosmix,43
2025,1,6,2,11.1,isd_lite,41,isd_lite,0.0,isd_lite,,,260,isd_lite,29.5,isd_lite,,,1009.0,isd_lite,4,dwd_mosmix,2,dwd_mosmix,41
2025,1,6,3,11.1,isd_lite,41,isd_lite,0.0,isd_lite,,,250,isd_lite,24.1,isd_lite,,,1009.5,isd_lite,4,isd_lite,2,dwd_mosmix,41
2025,1,6,4,10.6,isd_lite,44,isd_lite,0.0,isd_lite,,,240,isd_lite,14.8,isd_lite,,,1010.1,isd_lite,2,isd_lite,2,dwd_mosmix,44
2025,1,6,5,10.0,isd_lite,46,isd_lite,0.0,isd_lite,,,260,isd_lite,27.7,isd_lite,,,1010.4,isd_lite,0,isd_lite,2,dwd_mosmix,46
2025,1,6,6,9.4,isd_lite,48,isd_lite,0.0,dwd_mosmix,,,250,isd_lite,16.6,isd_lite,,,1010.4,isd_lite,0,isd_lite,2,dwd_mosmix,48
2025,1,6,7,8.9,isd_lite,50,isd_lite,0.0,dwd_mosmix,,,250,isd_lite,22.3,isd_lite,,,1011.0,isd_lite,0,isd_lite,2,dwd_mosmix,50
2025,1,6,8,8.3,isd_lite,49,isd_lite,0.0,dwd_mosmix,,,280,isd_lite,14.8,isd_lite,,,1011.5,isd_lite,0,isd_lite,2,dwd_mosmix,49
2025,1,6,9,8.3,isd_lite,49,isd_lite,0.0,dwd_mosmix,,,250,isd_lite,16.6,isd_lite,,,1012.1,isd_lite,0,isd_lite,2,dwd_mosmix,49
2025,1,6,10,8.3,isd_lite,49,isd_lite,0.0,dwd_mosmix,,,250,isd_lite,18.4,isd_lite,,,1012.3,isd_lite,0,isd_lite,4,dwd_mosmix,49
2025,1,6,11,8.3,isd_lite,52,isd_lite,0.0,dwd_mosmix,,,250,isd_lite,16.6,isd_lite,,,1012.8,isd_lite,0,isd_lite,2,dwd_mosmix,52
2025,1,6,12,8.3,isd_lite,52,isd_lite,0.0,dwd_mosmix,,,260,isd_lite,13.0,isd_lite,,,1013.2,isd_lite,2,isd_lite,2,dwd_mosmix,52
2025,1,6,13,7.2,isd_lite,56,isd_lite,0.0,dwd_mosmix,,,0,isd_lite,0.0,isd_lite,,,1013.7,isd_lite,2,isd_lite,2,dwd_mosmix,56
2025,1,6,14,8.9,isd_lite,51,isd_lite,0.0,dwd_mosmix,,,0,isd_lite,0.0,isd_lite,,,1013.7,isd_lite,2,isd_lite,2,dwd_mosmix,51
2025,1,6,15,10.0,isd_lite,48,isd_lite,0.0,dwd_mosmix,,,0,isd_lite,0.0,isd_lite,,,1013.7,isd_lite,2,isd_lite,2,dwd_mosmix,48
2025,1,6,16,10.6,isd_lite,44,isd_lite,0.0,dwd_mosmix,,,60,isd_lite,7.6,isd_lite,,,1012.9,isd_lite,5,dwd_mosmix,3,dwd_mosmix,44
2025,1,6,17,11.1,isd_lite,41,isd_lite,0.0,dwd_mosmix,,,180,isd_lite,14.8,isd_lite,,,1011.6,isd_lite,6,dwd_mosmix,4,dwd_mosmix,41
2025,1,6,18,11.1,isd_lite,43,isd_lite,0.0,dwd_mosmix,,,170,isd_lite,13.0,isd_lite,,,1010.6,isd_lite,4,isd_lite,4,dwd_mosmix,43
2025,1,6,19,11.1,isd_lite,44,isd_lite,0.0,dwd_mosmix,,,150,isd_lite,20.5,isd_lite,,,1010.0,isd_lite,6,dwd_mosmix,4,dwd_mosmix,44
2025,1,6,20,11.1,isd_lite,50,isd_lite,0.0,dwd_mosmix,,,140,isd_lite,22.3,isd_lite,,,1010.0,isd_lite,7,dwd_mosmix,4,dwd_mosmix,50
2025,1,6,21,10.0,isd_lite,58,isd_lite,0.0,dwd_mosmix,,,130,isd_lite,18.4,isd_lite,,,1009.5,isd_lite,6,isd_lite,4,dwd_mosmix,58
2025,1,6,22,10.0,isd_lite,61,isd_lite,0.0,dwd_mosmix,,,120,isd_lite,18.4,isd_lite,,,1009.3,isd_lite,8,dwd_mosmix,7,dwd_mosmix,61
2025,1,6,23,9.4,isd_lite,66,isd_lite,0.0,dwd_mosmix,,,100,isd_lite,16.6,isd_lite,,,1008.5,isd_lite,7,dwd_mosmix,8,dwd_mosmix,66
2025,1,7,0,11.7,isd_lite,39,isd_lite,0.0,dwd_mosmix,,,240,isd_lite,25.9,isd_lite,,,1007.2,isd_lite,2,isd_lite,2,dwd_mosmix,39
2025,1,7,1,11.1,isd_lite,43,isd_lite,0.0,isd_lite,,,230,isd_lite,24.1,isd_lite,,,1008.2,isd_lite,2,isd_lite,2,dwd_mosmix,43
2025,1,7,2,11.1,isd_lite,41,isd_lite,0.0,isd_lite,,,260,isd_lite,29.5,isd_lite,,,1009.0,isd_lite,4,dwd_mosmix,2,dwd_mosmix,41
